Company Name,Domain Name,SwitchPitch Link,Hubspot Link,Track,Website,Short Description,Description,Stage,Total Raised,Founded,Revenue Range,Employees,Min Employees,Max Employees,City,State/Region,Country,Continent,Categories,LinkedIn,Twitter,Facebook,Features,Clients,Investors,Last Funding Date,Highlights
Nominal,nominal.so,https://app.switchpitch.com/startups/643307,https://app.hubspot.com/contacts/20173538/company/33605763472,Artificial Intelligence,https://www.nominal.so,Nominal mission is to empower companies to make the decisions through financial data intelligence.,"Nominal empowers the next-generation economy.

Nominal modernizes and automates accounting and financial management, providing robust reporting, multi-entity consolidation, workflow automation (including accruals and revenue), lease compliance (ASC 842/IFRS 16), period-end close collaboration, and much more.

Nominal's generative subledgers transform business logic into actions and insights using Generative AI - without the need for costly engineering or lengthy IT projects. Our shadow-ledger is implemented in days, not months, and seamlessly integrates with existing general ledgers and ERPs.",Seed,9200000,2023,,11 - 50,11,50,New York,New York,United States,North America,"Enterprise Resource Planning (ERP), Financial Services, Software, Web Development",https://www.linkedin.com/company/nominalinc,https://twitter.com/Nominal_SO,,"# Company Features of Nominal

1. **Automation with Generative AI**: Uses AI-powered workflows to automate tasks and convert business logic into actions and insights without complex engineering or lengthy IT projects.

2. **Unified Management**: Normalizes and aggregates data across siloed accounting systems, ensuring accurate financial information is available in one place.

3. **Auto Elimination**: Detects, suggests, and performs end-to-end transactions and inter-company eliminations for cleaner, audit-ready books.

4. **Generative Accounting**: Allows users to input business logic in everyday language and translates it into precise operational workflows.

5. **Integrated Customization**: Responds to changes and triggers across the entire business stack.

6. **Lease Lifecycle Management**: Streamlines lease lifecycle management from initiation to conclusion, reducing errors and saving time, ensuring ASC 842/IFRS 16 compliance.

7. **Revenue Management**: Simplifies complex revenue management, enhancing efficiency and accuracy, and integrates seamlessly with CRM and billing platforms.

8. **Closing Process Management**: Streamlines the entire closing process from journal entry to analysis, managing tasks and workflows from one comprehensive platform.","BlackLine, FloQast, GTM","Incubate Fund, Bling Capital, Hyperwise Ventures, Vela Partners",03/27/2024,"Company Features of Nominal


Automation with Generative AI: Uses AI-powered workflows to automate tasks and convert business logic into actions and insights without complex engineering or lengthy IT projects.


Unified Management: Normalizes and aggregates data across siloed accounting systems, ensuring accurate financial information is available in one place.


Auto Elimination: Detects, suggests, and performs end-to-end transactions and inter-company eliminations for cleaner, audit-ready books.


Generative Accounting: Allows users to input business logic in everyday language and translates it into precise operational workflows.


Integrated Customization: Responds to changes and triggers across the entire business stack.


Lease Lifecycle Management: Streamlines lease lifecycle management from initiation to conclusion, reducing errors and saving time, ensuring ASC 842/IFRS 16 compliance.


Revenue Management: Simplifies complex revenue management, enhancing efficiency and accuracy, and integrates seamlessly with CRM and billing platforms.


Closing Process Management: Streamlines the entire closing process from journal entry to analysis, managing tasks and workflows from one comprehensive platform."
Package,package.ai,https://app.switchpitch.com/startups/158973,https://app.hubspot.com/contacts/20173538/company/33625925163,Artificial Intelligence,http://package.ai,PACKAGE.AI is a software and Artificial Intelligence (AI) for optimizing last-mile delivery operations and experiences.,PACKAGE.AI is a software and Artificial Intelligence (AI) for optimizing last-mile delivery operations and experiences.,Series A,14000000,2016,Less than $1M,11 - 50,11,50,Tel Aviv,,Israel,Middle East,"Artificial Intelligence, Customer Service, Last Mile Transportation, Logistics, Machine Learning, Software",https://www.linkedin.com/company/17970893/,https://twitter.com/packageai,,"- Fully integrated chat for sales, fulfillment, and support
- Customer-centric last-mile operations
- Tailored upsell and reviews automation
- Data tagging and advanced messaging
- Integrated retail operations
- Routing & Reputation Management",The Dufresne Group,"ICONYC labs, Altair Capital, Susquehanna Growth Equity",01/21/2025,"Fully integrated chat for sales, fulfillment, and support
Customer-centric last-mile operations
Tailored upsell and reviews automation
Data tagging and advanced messaging
Integrated retail operations
Routing &amp; Reputation Management"
Pendulum,pendulum.global,,https://app.hubspot.com/contacts/20173538/company/31839985476,Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,
Phlo,phlo.io,https://app.switchpitch.com/startups/583717,https://app.hubspot.com/contacts/20173538/company/33607931514,Artificial Intelligence,http://phlo.io,"Phlo Systems is a TradeTech company that provides SaaS for commodity trading, customs compliance and trade finance management.",Phlo Systems provides cutting-edge digital solutions for physical commodities supply chain operations from start to finish.,,,2017,Less than $1M,11 - 50,11,50,London,England,United Kingdom,Europe,"Artificial Intelligence, Enterprise Resource Planning (ERP), Finance, Machine Learning, SaaS",https://www.linkedin.com/company/phlo-systems,https://twitter.com/PhloSystems,https://www.facebook.com/phlosystems,"- Trade & Customs: Customs Compliance and Trade Documentation
- Risk Management: Market, Counterparty, Credit, FX, and Operations Risk Management
- ERP: End to End ERP System
- Auto Hedging: Automated hedging
- AI/ML use cases: AI/ML use cases for supply chain management
- Trade Finance Management: End to End ERP system for non bank structured trade financers","CME, Hapag-Lloyd, KRG, Maersk, U.S. futures broker, UK-based Commodity Trading Company",RJ O'Brien and Associates,02/11/2025,"Trade &amp; Customs: Customs Compliance and Trade Documentation
Risk Management: Market, Counterparty, Credit, FX, and Operations Risk Management
ERP: End to End ERP System
Auto Hedging: Automated hedging
AI/ML use cases: AI/ML use cases for supply chain management
Trade Finance Management: End to End ERP system for non bank structured trade financers"
Regrello,regrello.com,https://app.switchpitch.com/startups/382283,https://app.hubspot.com/contacts/20173538/company/33625002783,Artificial Intelligence,http://regrello.com,Regrello is a network of manufacturing companies for supplier collaboration and automation of manufacturing and supply chain processes.,"Regrello is an AI-powered platform designed to revolutionize supply chain and manufacturing operations. Traditional supply chains often rely on outdated methods like email and legacy enterprise resource planning (ERP) systems, leading to inefficiencies and communication challenges. Regrello addresses these issues by offering intelligent vertical solutions that streamline processes, centralize data, and enhance collaboration among internal and external teams. The platform's advanced AI capabilities enable rapid customization, allowing businesses to tailor solutions in hours rather than months. By automating workflows, Regrello reduces manual tasks by up to 45% and accelerates cycle times by 35%, resulting in increased productivity and cost savings. Trusted by over 150 leading manufacturing companies, including industry giants like Dell, Regrello provides enterprise-grade security and compliance, ensuring data integrity and protection. The platform's user-friendly interface facilitates seamless integration with existing systems, promoting efficient communication and data sharing across the supply chain. With a commitment to innovation and excellence, Regrello empowers businesses to optimize their operations, improve quality, and gain a competitive edge in the manufacturing sector.

Regrello Corp. was founded in December - 2020 and Headquartered  in San Francisco, California.",Series A,25200000,2020,$1M to $10M,51 - 100,51,100,San Francisco,California,United States,North America,"Enterprise Software, Information Technology, Internet, Machine Learning, Management Information Systems, Project Management, Software, Supply Chain Management",https://www.linkedin.com/company/regrello,,,"- Ability to generate enterprise workflow applications in just one minute
- Extensive support for validations, conditional rules, and synchronization with ERP, PLM, and other relevant systems
- Customization of unique business processes and intellectual property in minutes
- Drag-and-drop Workflow and Form Designers for quick customization
- AI-powered Autopilot feature for workflow optimization
- Deep learning analysis of historical lead times for predicting delays
- Collaborative, multi-company forms for efficient data collection
- Messaging-in-context features for collaborative review and approval
- AI Control Center for project and workflow status visibility
- Data stored within secure Google data-centers with various certifications
- Application security following best practices with automated patch management and system integrity
- Designed for supply chain coordination and management with Regrello Studio and Regrello Conductor components","Dell, Google, HydraForce (a Bosch Company)","Andreessen Horowitz, Position Ventures, Tiger Global Management",05/30/2022,"Ability to generate enterprise workflow applications in just one minute
Extensive support for validations, conditional rules, and synchronization with ERP, PLM, and other relevant systems
Customization of unique business processes and intellectual property in minutes
Drag-and-drop Workflow and Form Designers for quick customization
AI-powered Autopilot feature for workflow optimization
Deep learning analysis of historical lead times for predicting delays
Collaborative, multi-company forms for efficient data collection
Messaging-in-context features for collaborative review and approval
AI Control Center for project and workflow status visibility
Data stored within secure Google data-centers with various certifications
Application security following best practices with automated patch management and system integrity
Designed for supply chain coordination and management with Regrello Studio and Regrello Conductor components"
Trade Verifyd,tradeverifyd.com,,https://app.hubspot.com/contacts/20173538/company/33607467175,Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,
Banyan Infrastructure,banyaninfrastructure.com,https://app.switchpitch.com/startups/336751,https://app.hubspot.com/contacts/20173538/company/17143434378,CleanTech,https://www.banyaninfrastructure.com,Banyan Infrastructure is a project finance software platform designed to standardize and accelerate sustainable infrastructure financing.,"Banyan Infrastructure is a project finance software platform designed to simplify, accelerate, and optimize sustainable infrastructure financing across the deal life cycle. Our solution oversees and automates the complex and time-consuming processes in the origination, portfolio, and compliance management of sustainable assets, which boosts profits per investment, increases deal velocity, and saves thousands of hours at every stage. Visit banyaninfrastructure.com or follow us on LinkedIn for more information.",Series B,33200000,2018,Less than $1M,11 - 50,11,50,San Francisco,California,United States,North America,"CleanTech, Compliance, FinTech, Infrastructure, Software",https://www.linkedin.com/company/banyaninfrastructure,,,"- Streamlines and optimizes sustainable infrastructure finance
- Provides digital solution for modern sustainable infrastructure
- Optimizes project returns and reduces risk
- Improves deal and project visibility and efficiency
- Generates NDAs, term sheets, and deal documents instantly
- Standardizes project finance practices
- Tracks project finance-specific metrics in one place
- Maintains complete history of digitized assets
- Enables collaboration on critical project data
- Automates compliance tracking and reporting
- Empowers teams with templated documents and automated workflows
- Connects stakeholders across sustainable infrastructure ecosystem","and green banks, Energy Service Companies, funds, Green Banks and Community Funds, New York Green Bank, Renewable developers and owner-operators, smbc, Standard Solar","Elemental Excelerator, Third Derivative, Ulu Ventures, City Light Capital, Energize Ventures, Flybridge, Global FinTech Hackcelerator, Industrious Ventures, Nomadic Venture Partners, SE Ventures, Vectors Angel, Vista Verde Group, VoLo Earth Ventures",03/07/2023,"Streamlines and optimizes sustainable infrastructure finance
Provides digital solution for modern sustainable infrastructure
Optimizes project returns and reduces risk
Improves deal and project visibility and efficiency
Generates NDAs, term sheets, and deal documents instantly
Standardizes project finance practices
Tracks project finance-specific metrics in one place
Maintains complete history of digitized assets
Enables collaboration on critical project data
Automates compliance tracking and reporting
Empowers teams with templated documents and automated workflows
Connects stakeholders across sustainable infrastructure ecosystem"
Coperniq,coperniq.io,https://app.switchpitch.com/startups/592438,https://app.hubspot.com/contacts/20173538/company/33623764248,CleanTech,http://coperniq.io,Workflow software for solar & energy contractors,Workflow software for solar & energy contractors,Seed,4500000,2019,$1M to $10M,11 - 50,11,50,San Francisco,California,United States,North America,"Project Management, Solar",https://www.linkedin.com/company/coperniq,https://www.twitter.com/Coperniqinc,https://www.facebook.com/Coperniq,"- Operating under the domain 'coperniq.io'
- One of the 40 companies operating on the .io extension
- Secured an exact brand match domain name
- Showcasing technical expertise as a brand","Coperniq Inc., Enerjazz, Field Workers, MSA, solar installers","Initialized Capital, Y Combinator",11/06/2023,"Operating under the domain 'coperniq.io'
One of the 40 companies operating on the .io extension
Secured an exact brand match domain name
Showcasing technical expertise as a brand"
Daedaline,daedaline.com,,https://app.hubspot.com/contacts/20173538/company/33602109987,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Equilibrium Energy,equilibriumenergy.com,https://app.switchpitch.com/startups/610481,https://app.hubspot.com/contacts/20173538/company/33610083709,CleanTech,https://www.equilibriumenergy.com,Equilibrium Energy is a Climate Generation power company focused on the creation and proliferation of clean energy.,"Equilibrium Energy operates at the intersection of grid variability, market volatility, economic optimization, commercial structuring, trading, and risk management, across the end-to-end power value chain. Their ambition is to become a next-generation clean power company that reshapes the energy industry. They address inquiries through online applications.",Series B,100000000,2021,$50M to $100M,101 - 250,101,250,San Francisco,California,United States,North America,"Commercial, Energy, Power Grid",https://www.linkedin.com/company/equilibrium-energy-inc,,,"- Innovative clean power company
- Operates at the intersection of AI, power systems, software, power volatility, and quantitative portfolio management
- Founded in 2021
- Building a next-generation power company to address the climate crisis
- Deep energy expertise combined with cutting-edge technology
- Mission-led purpose
- AI-centric tech
- Innovation- and people-centric culture
- Power grid-infused insights
- Holistic business model
- Services include tolling agreements for grid-scale battery developers
- Backed by top-tier institutional investors
- Recently announced the largest battery tolling agreement in Texas, a 100-megawatt (MW) battery
- Operates on a state-of-the-art power volatility-centric technology platform
- Mission-driven company focusing on supporting the accelerated deployment of grid-scale batteries
- Offers tailor-made solutions for power volatility challenges presented by the climate crisis","Hatch Renewables, Jupiter Power","Alumni Ventures Group, Breakthrough Energy Ventures, Global Founders Capital, DCVC, GS Energy, NJP Ventures, NRG Energy, Valo Ventures",03/12/2025,"Innovative clean power company
Operates at the intersection of AI, power systems, software, power volatility, and quantitative portfolio management
Founded in 2021
Building a next-generation power company to address the climate crisis
Deep energy expertise combined with cutting-edge technology
Mission-led purpose
AI-centric tech
Innovation- and people-centric culture
Power grid-infused insights
Holistic business model
Services include tolling agreements for grid-scale battery developers
Backed by top-tier institutional investors
Recently announced the largest battery tolling agreement in Texas, a 100-megawatt (MW) battery
Operates on a state-of-the-art power volatility-centric technology platform
Mission-driven company focusing on supporting the accelerated deployment of grid-scale batteries
Offers tailor-made solutions for power volatility challenges presented by the climate crisis"
Euclid Power,euclidpower.com,,https://app.hubspot.com/contacts/20173538/company/33603038731,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Firefly,firefly-es.com,https://app.switchpitch.com/startups/419713,https://app.hubspot.com/contacts/20173538/company/33625157255,CleanTech,http://firefly-es.com,Firefly is a SaaS analytical platform using AI and Machine Learning to deliver risk avoidance tools.,"Firefly Energy Solutions offers load forecasting, pricing, risk management, portfolio valuation, settlements, and consulting services. The platform enables Generators, Utilities, Retail Energy Providers, Direct Customers, and Financial Players to have a deeper understanding and better manage energy. By using the latest technology and sophisticated models based on Artificial Intelligence and Machine Learning, it delivers valuable near real time actionable intelligence to this ever-complex energy infrastructure.",Seed,3500000,2021,,1 - 10,1,10,Houston,Texas,United States,North America,"Consulting, Energy, Energy Management, Information Technology, Oil and Gas, Risk Management",https://www.linkedin.com/company/firefly-energy-solutions/,,,"- Deep domain knowledge
- Flexible modular platform
- Advanced analytics
- Real-time responsiveness
- Customer segmentation
- Energy efficiency
- Integration with other efficiency-focused solutions
- Continuous improvement",,,12/04/2023,"Deep domain knowledge
Flexible modular platform
Advanced analytics
Real-time responsiveness
Customer segmentation
Energy efficiency
Integration with other efficiency-focused solutions
Continuous improvement"
Leap,leap.energy,https://app.switchpitch.com/startups/243192,https://app.hubspot.com/contacts/20173538/company/33627162527,CleanTech,http://leap.energy,Leap serves as a marketplace linking distributed energy resources with energy markets.,"Leap is a marketplace for Distributed Energy Resources to participate in the energy market. It allows every connected device to help balance the grid, and get paid for it and access wholesale markets through a single API and help build the flexible, renewable grid of the future.

Leap aims to make global energy markets accessible to anyone, starting with demand response and expanding into generation and ancillary services.

Leap was founded by Thomas Folker and Remco Van Den Elzen.",Series B,60100000,2017,$10M to $50M,101 - 250,101,250,San Francisco,California,United States,North America,"Energy, Marketplace, Renewable Energy, Solar",https://www.linkedin.com/company/leap-dex,https://twitter.com/leapdex,,"- No hardware required
- One point of integration
- Intuitive management
- White-label model
- Monetization","Energy Outreach Colorado (EOC), The Community Action Agencies (CAA), The Department of Energy (DOE), The Integrated Benefits Calculator (IBC), The Low Emissions Analysis Platform (LEAP) Community, The Next Energy Modeling system for Optimization (NEMO), The Public Dock List","Climate Capital, DNV, Elemental Excelerator, FJ Labs, Silicon Valley Bank, Union Square Ventures, Congruent Ventures, David Helgason, Japan Energy Fund, MCJ Collective, My Climate Journey Collective, National Grid Partners, National Grid Partners (NGP), Park West Asset Management, Powerhouse Ventures, Presidio Ventures, Standard Investments, Sustainable Future Ventures, Williams Trading",11/16/2023,"No hardware required
One point of integration
Intuitive management
White-label model
Monetization"
Maia,maia-analytics.com,,https://app.hubspot.com/contacts/20173538/company/33608861320,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Paces,paces.com,https://app.switchpitch.com/startups/542787,https://app.hubspot.com/contacts/20173538/company/33614264733,CleanTech,https://paces.com,"Paces is a data insight platform for green infrastructure developers, operators, and investors to build more projects.","Paces is creating a data platform to provide actionable signals for developers, operators and investors to better understand what and where to profitably build green infrastructure. Paces AI will provide data signals collected across 3,500 US counties, including environmental data, permitting data, zoning data, interconnection data and competition risks. Modeled signals are also provided, such as climate risks, profitability forecasts and parcel ranking. These granular signals are provided at the level of specific land parcels and green infrastructure assets.",Series A,13800000,2022,$1M to $10M,11 - 50,11,50,Brooklyn,New York,United States,North America,"Battery, Data Center, GreenTech, Solar",https://www.linkedin.com/company/pacesai,https://twitter.com/paces_ai,https://www.facebook.com/pacesaico,"- Ability to structure vast amounts of solar zoning legislation
- Quantifying solar permitting risk by extracting relevant information from unstructured data
- Prompting system to determine communities with favorable regulations
- Providing a quantitative score to prioritize origination sites
- Saving time for renewable developers with efficient site selection and due diligence","Airbnb, Altoona, Bakersfield, Baton Rouge, CA (formerly Basic Laboratory), CA (formerly BC Laboratories), Children's Choice, Developers and consultants focusing on green projects, Dulles, East Longmeadow, Educational Data Systems Inc., Fairfield, IL (formerly PDC Laboratories), LA (formerly GCAL), Latin American Youth Center, MA (formerly Con-Test Labs), McHenry, NJ (formerly Aqua Pro-Tec Labs), NYISO, PA (formerly Fairway Laboratories), PA (formerly SPL), Pace Ewing Data Portal, Pace National My Data, PacePort, Pittsburgh, Redding, SeaBound, VA (formerly Aerobiology), Zapier","Climate Capital, Collaborative Fund, Soma Capital, Y Combinator, MCJ Collective, Navitas Capital, Resolute Ventures, Suffolk Technologies, UpHonest Capital",07/24/2024,"Ability to structure vast amounts of solar zoning legislation
Quantifying solar permitting risk by extracting relevant information from unstructured data
Prompting system to determine communities with favorable regulations
Providing a quantitative score to prioritize origination sites
Saving time for renewable developers with efficient site selection and due diligence"
